id;replicate;temperature;salinity;treatment;species;date;day;cells_per_ml;biovol_per_ml;counts;grid_count;magnification;grid area;biovolume
41;1;22;15;competition;heterocapsa;09.01.21;6;114168,00;13032277,20;201,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;09.01.21;6;71568,00;34842165,12;126,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;09.01.21;6;111328,00;12708091,20;196,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;09.01.21;6;53392,00;25993361,28;94,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;09.01.21;6;129504,00;14782881,60;228,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;09.01.21;6;57368,00;27929037,12;101,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;09.01.21;6;114736,00;13097114,40;202,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;09.01.21;6;34648,00;16868032,32;61,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;09.01.21;6;237992,00;27166786,80;419,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;09.01.21;6;38056,00;18527183,04;67,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;09.01.21;6;228904,00;26129391,60;403,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;09.01.21;6;35784,00;17421082,56;63,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;09.01.21;6;235152,00;26842600,80;414,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;09.01.21;6;28968,00;14102781,12;51,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;09.01.21;6;284000,00;32418600,00;500,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;11.01.21;8;90312,00;43967494,08;265,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;11.01.21;8;71908,80;35008080,19;211,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;11.01.21;8;87244,80;42474258,43;256,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;11.01.21;8;72931,20;35505825,41;214,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;11.01.21;8;87244,80;42474258,43;256,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;11.01.21;8;65774,40;32021608,90;193,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;11.01.21;8;58958,40;28703307,46;173,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;11.01.21;8;72590,40;35339910,34;213,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;11.01.21;8;161198,40;18400797,36;473,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;11.01.21;8;174944,00;19969857,60;308,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;11.01.21;8;178920,00;20423718,00;315,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;11.01.21;8;261280,00;29825112,00;460,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;11.01.21;8;360680,00;41171622,00;635,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;11.01.21;8;349888,00;39939715,20;616,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;11.01.21;8;337960,00;38578134,00;595,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;11.01.21;8;344208,00;39291343,20;606,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;11.01.21;8;43168,00;21015909,12;76,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;11.01.21;8;277184,00;31640553,60;488,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;11.01.21;8;41464,00;20186333,76;73,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;11.01.21;8;290248,00;33131809,20;511,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;11.01.21;8;66456,00;32353439,04;117,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;11.01.21;8;291952,00;33326320,80;514,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;11.01.21;8;36352,00;17697607,68;64,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;11.01.21;8;251624,00;28722879,60;443,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;11.01.21;8;27264,00;13273205,76;48,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;11.01.21;8;469736,00;53620364,40;827,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;11.01.21;8;38056,00;18527183,04;67,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;11.01.21;8;433952,00;49535620,80;764,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;11.01.21;8;37488,00;18250657,92;66,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;11.01.21;8;441336,00;50378504,40;777,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;11.01.21;8;34080,00;16591507,20;60,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;11.01.21;8;383968,00;43829947,20;676,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;11.01.21;8;143476,80;69850245,31;421,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;11.01.21;8;136660,80;66531943,87;401,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;11.01.21;8;139728,00;68025179,52;410,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;11.01.21;8;127800,00;62218152,00;375,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;11.01.21;8;127118,40;61886321,86;373,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;11.01.21;8;121324,80;59065765,63;356,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;11.01.21;8;120643,20;58733935,49;354,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;11.01.21;8;141091,20;68688839,81;414,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;11.01.21;8;69864,00;7974975,60;123,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;11.01.21;8;63048,00;7196929,20;111,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;11.01.21;8;61912,00;7067254,80;109,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;11.01.21;8;68160,00;7780464,00;120,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;11.01.21;8;258440,00;29500926,00;455,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;11.01.21;8;229472,00;26194228,80;404,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;11.01.21;8;297064,00;33909855,60;523,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;11.01.21;8;259576,00;29630600,40;457,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;11.01.21;8;109056,00;53092823,04;192,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;11.01.21;8;85200,00;9725580,00;150,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;11.01.21;8;116440,00;56687649,60;205,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;11.01.21;8;77248,00;8817859,20;136,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;11.01.21;8;90880,00;44244019,20;160,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;11.01.21;8;90312,00;10309114,80;159,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;11.01.21;8;86904,00;42308343,36;153,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;11.01.21;8;87472,00;9984928,80;154,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;11.01.21;8;46576,00;22675059,84;82,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;11.01.21;8;256736,00;29306414,40;452,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;11.01.21;8;49416,00;24057685,44;87,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;11.01.21;8;264120,00;30149298,00;465,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;11.01.21;8;59072,00;28758612,48;104,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;11.01.21;8;233448,00;26648089,20;411,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;11.01.21;8;39192,00;19080233,28;69,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;11.01.21;8;275480,00;31446042,00;485,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;13.01.21;10;127800,00;62218152,00;225,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;13.01.21;10;143136,00;69684330,24;252,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;13.01.21;10;137456,00;66919079,04;242,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;13.01.21;10;159040,00;77427033,60;280,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;13.01.21;10;159040,00;77427033,60;280,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;13.01.21;10;130640,00;63600777,60;230,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;13.01.21;10;139160,00;67748654,40;245,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;13.01.21;10;144840,00;70513905,60;255,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;13.01.21;10;125528,00;14329021,20;221,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;13.01.21;10;104512,00;11930044,80;184,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;13.01.21;10;144840,00;16533486,00;255,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;13.01.21;10;180624,00;20618229,60;318,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;13.01.21;10;472576,00;53944550,40;832,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;13.01.21;10;410664,00;46877295,60;723,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;13.01.21;10;400440,00;45710226,00;705,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;13.01.21;10;447584,00;51091713,60;788,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;13.01.21;10;102240,00;49774521,60;180,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;13.01.21;10;235152,00;26842600,80;414,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;13.01.21;10;49984,00;24334210,56;88,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;13.01.21;10;214136,00;24443624,40;377,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;13.01.21;10;74976,00;36501315,84;132,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;13.01.21;10;262416,00;29954786,40;462,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;13.01.21;10;59640,00;29035137,60;105,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;13.01.21;10;254464,00;29047065,60;448,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;13.01.21;10;28400,00;13826256,00;50,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;13.01.21;10;389080,00;44413482,00;685,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;13.01.21;10;28400,00;13826256,00;50,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;13.01.21;10;428840,00;48952086,00;755,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;13.01.21;10;26696,00;12996680,64;47,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;13.01.21;10;433952,00;49535620,80;764,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;13.01.21;10;22152,00;10784479,68;39,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;13.01.21;10;401576,00;45839900,40;707,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;13.01.21;10;222088,00;108121321,92;391,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;13.01.21;10;201072,00;97889892,48;354,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;13.01.21;10;208456,00;101484719,04;367,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;13.01.21;10;202208,00;98442942,72;356,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;13.01.21;10;170968,00;83234061,12;301,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;13.01.21;10;220384,00;107291746,56;388,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;13.01.21;10;226632,00;110333522,88;399,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;13.01.21;10;224360,00;109227422,40;395,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;13.01.21;10;48280,00;5511162,00;85,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;13.01.21;10;51688,00;5900185,20;91,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;13.01.21;10;45440,00;5186976,00;80,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;13.01.21;10;28400,00;3241860,00;50,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;13.01.21;10;277184,00;31640553,60;488,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;13.01.21;10;265256,00;30278972,40;467,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;13.01.21;10;227200,00;25934880,00;400,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;13.01.21;10;315240,00;35984646,00;555,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;13.01.21;10;196528,00;95677691,52;346,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;13.01.21;10;12496,00;1426418,40;22,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;13.01.21;10;207320,00;100931668,80;365,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;13.01.21;10;3976,00;453860,40;7,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;13.01.21;10;183464,00;89317613,76;323,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;13.01.21;10;7384,00;842883,60;13,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;13.01.21;10;214704,00;104526495,36;378,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;13.01.21;10;4544,00;518697,60;8,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;13.01.21;10;69296,00;33736064,64;122,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;13.01.21;10;300472,00;34298878,80;529,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;13.01.21;10;78384,00;38160466,56;138,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;13.01.21;10;272072,00;31057018,80;479,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;13.01.21;10;79520,00;38713516,80;140,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;13.01.21;10;274912,00;31381204,80;484,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;13.01.21;10;78952,00;38436991,68;139,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;13.01.21;10;348752,00;39810040,80;614,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;15.01.21;12;230040,00;111992673,60;405,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;15.01.21;12;187440,00;91253289,60;330,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;15.01.21;12;193688,00;94295065,92;341,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;15.01.21;12;199368,00;97060317,12;351,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;15.01.21;12;209024,00;101761244,16;368,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;15.01.21;12;186304,00;90700239,36;328,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;15.01.21;12;214136,00;104249970,24;377,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;15.01.21;12;196528,00;95677691,52;346,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;15.01.21;12;77816,00;8882696,40;137,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;15.01.21;12;48280,00;5511162,00;85,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;15.01.21;12;74408,00;8493673,20;131,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;15.01.21;12;82928,00;9466231,20;146,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;15.01.21;12;473144,00;54009387,60;833,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;15.01.21;12;435656,00;49730132,40;767,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;15.01.21;12;401008,00;45775063,20;706,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;15.01.21;12;483368,00;55176457,20;851,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;15.01.21;12;90312,00;43967494,08;159,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;15.01.21;12;144272,00;16468648,80;254,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;15.01.21;12;97128,00;47285795,52;171,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;15.01.21;12;195960,00;22368834,00;345,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;15.01.21;12;109624,00;53369348,16;193,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;15.01.21;12;138592,00;15820276,80;244,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;15.01.21;12;84632,00;41202242,88;149,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;15.01.21;12;164720,00;18802788,00;290,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;15.01.21;12;38624,00;18803708,16;68,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;15.01.21;12;439064,00;50119155,60;773,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;15.01.21;12;34080,00;16591507,20;60,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;15.01.21;12;477688,00;54528085,20;841,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;15.01.21;12;38624,00;18803708,16;68,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;15.01.21;12;448720,00;51221388,00;790,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;15.01.21;12;24992,00;12167105,28;44,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;15.01.21;12;416912,00;47590504,80;734,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;15.01.21;12;301608,00;146834838,72;531,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;15.01.21;12;329440,00;160384569,60;580,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;15.01.21;12;327168,00;159278469,12;576,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;15.01.21;12;328872,00;160108044,48;579,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;15.01.21;12;215840,00;105079545,60;380,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;15.01.21;12;232880,00;113375299,20;410,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;15.01.21;12;272640,00;132732057,60;480,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;15.01.21;12;255600,00;124436304,00;450,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;15.01.21;12;13064,00;1491255,60;23,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;15.01.21;12;31240,00;3566046,00;55,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;15.01.21;12;24424,00;2787999,60;43,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;15.01.21;12;26696,00;3047348,40;47,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;15.01.21;12;287976,00;32872460,40;507,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;15.01.21;12;333416,00;38059436,40;587,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;15.01.21;12;283432,00;32353762,80;499,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;15.01.21;12;352160,00;40199064,00;620,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;15.01.21;12;251624,00;122500628,16;443,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;15.01.21;12;0,00;0,00;0,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;15.01.21;12;294224,00;143240012,16;518,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;15.01.21;12;0,00;0,00;0,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;15.01.21;12;261848,00;127478080,32;461,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;15.01.21;12;0,00;0,00;0,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;15.01.21;12;314104,00;152918391,36;553,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;15.01.21;12;0,00;0,00;0,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;15.01.21;12;101104,00;49221471,36;178,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;15.01.21;12;267528,00;30538321,20;471,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;15.01.21;12;110192,00;53645873,28;194,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;15.01.21;12;299904,00;34234041,60;528,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;15.01.21;12;98832,00;48115370,88;174,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;15.01.21;12;217544,00;24832647,60;383,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;15.01.21;12;84632,00;41202242,88;149,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;15.01.21;12;244240,00;27879996,00;430,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;17.01.21;14;312400,00;152088816,00;550,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;17.01.21;14;292520,00;142410436,80;515,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;17.01.21;14;322056,00;156789743,04;567,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;17.01.21;14;311832,00;151812290,88;549,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;17.01.21;14;302744,00;147387888,96;533,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;17.01.21;14;254464,00;123883253,76;448,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;17.01.21;14;245944,00;119735376,96;433,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;17.01.21;14;285704,00;139092135,36;503,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;17.01.21;14;5680,00;648372,00;10,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;17.01.21;14;12496,00;1426418,40;22,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;17.01.21;14;1136,00;129674,40;2,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;17.01.21;14;380560,00;43440924,00;670,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;17.01.21;14;499840,00;57056736,00;880,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;17.01.21;14;499840,00;57056736,00;880,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;17.01.21;14;529944,00;60493107,60;933,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;17.01.21;14;153360,00;74661782,40;270,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;17.01.21;14;21016,00;2398976,40;37,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;17.01.21;14;127800,00;62218152,00;225,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;17.01.21;14;73272,00;8363998,80;129,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;17.01.21;14;181760,00;88488038,40;320,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;17.01.21;14;15904,00;1815441,60;28,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;17.01.21;14;166424,00;81021860,16;293,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;17.01.21;14;42600,00;4862790,00;75,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;17.01.21;14;30672,00;14932356,48;54,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;17.01.21;14;468600,00;53490690,00;825,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;17.01.21;14;46008,00;22398534,72;81,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;17.01.21;14;439632,00;50183992,80;774,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;17.01.21;14;38624,00;18803708,16;68,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;17.01.21;14;435088,00;49665295,20;766,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;17.01.21;14;36352,00;17697607,68;64,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;17.01.21;14;500408,00;57121573,20;881,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;17.01.21;14;453264,00;220667045,76;798,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;17.01.21;14;416912,00;202969438,08;734,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;17.01.21;14;418048,00;203522488,32;736,00;6,00;40,00;0,06;486,84
